id,index,period,timestamp,minute,second,possession,duration,related_events,location,under_pressure,counterpress,type.id,type.name,possession_team.id,possession_team.name,play_pattern.id,play_pattern.name,team.id,team.name,tactics.formation,tactics.lineup,player.id,player.name,position.id,position.name,pass.length,pass.angle,pass.end_location,pass.backheel,pass.cross,pass.switch,pass.aerial_won,pass.deflected,pass.miscommunication,pass.assisted_shot_id,pass.goal_assist,pass.shot_assist,pass.recipient.id,pass.recipient.name,pass.height.id,pass.height.name,pass.body_part.id,pass.body_part.name,pass.type.id,pass.type.name,pass.outcome.id,pass.outcome.name,carry.end_location,foul_won.defensive,foul_won.penalty,foul_won.advantage,ball_receipt.outcome.id,ball_receipt.outcome.name,duel.type.id,duel.type.name,duel.outcome.id,duel.outcome.name,interception.outcome.id,interception.outcome.name,dribble.overrun,dribble.nutmeg,dribble.outcome.id,dribble.outcome.name,ball_recovery.recovery_failure,ball_recovery.offensive,shot.statsbomb_xg,shot.end_location,shot.freeze_frame,shot.key_pass_id,shot.redirect,shot.first_time,shot.one_on_one,shot.body_part.id,shot.body_part.name,shot.technique.id,shot.technique.name,shot.type.id,shot.type.name,shot.outcome.id,shot.outcome.name,goalkeeper.end_location,goalkeeper.type.id,goalkeeper.type.name,goalkeeper.position.id,goalkeeper.position.name,goalkeeper.outcome.id,goalkeeper.outcome.name,goalkeeper.body_part.id,goalkeeper.body_part.name,goalkeeper.technique.id,goalkeeper.technique.name,foul_committed.penalty,foul_committed.advantage,foul_committed.card.id,foul_committed.card.name,block.deflection,block.offensive,clearance.aerial_won,substitution.outcome.id,substitution.outcome.name,substitution.replacement.id,substitution.replacement.name,bad_behaviour.card.id,bad_behaviour.card.name,50_50.outcome.id,50_50.outcome.name,match_id,competition_id,season_id,x,y
43231ec4-4b67-4494-9d19-483e054f5367,499,1,00:14:41.600,14,41,21,2,,,NA,NA,30,Pass,779,Argentina,4,From Throw In,779,Argentina,NA,,5507,Nicolás Alejandro Tagliafico,6,Left Back,26.870058,0.7853982,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2995,Ángel Fabián Di María Hernández,3,High Pass,38,Left Foot,NA,NA,9,Incomplete,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,43,3,84,3
7e67e53b-2602-47b9-a359-4e915e0d2434,500,1,00:14:43.600,14,43,21,NA,,,NA,NA,42,Ball Receipt*,779,Argentina,4,From Throw In,779,Argentina,NA,,2995,Ángel Fabián Di María Hernández,17,Right Wing,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,9,Incomplete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,43,3,107,18
d5ad84a8-8a0b-448f-9cdf-3d067d93ff4b,501,1,00:14:43.600,14,43,22,1.56,,,NA,NA,30,Pass,771,France,1,Regular Play,771,France,NA,,5485,Raphaël Varane,3,Right Center Back,16.763054,1.2679114,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3009,Kylian Mbappé Lottin,2,Low Pass,40,Right Foot,66,Recovery,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,43,3,18,59
8381c2d1-5a09-44c5-9699-49ed17dbad0d,502,1,00:14:44.680,14,44,22,0.64,,,NA,TRUE,17,Pressure,771,France,1,Regular Play,779,Argentina,NA,,5507,Nicolás Alejandro Tagliafico,6,Left Back,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,43,3,96,3
880faab8-0c3f-4888-8b24-1ced855cb0ec,503,1,00:14:45.160,14,45,22,NA,,,TRUE,NA,42,Ball Receipt*,771,France,1,Regular Play,771,France,NA,,3009,Kylian Mbappé Lottin,17,Right Wing,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,43,3,23,75
0d94ef77-93ff-4fac-af61-717ec026d4b0,504,1,00:14:45.160,14,45,22,0.2,,,TRUE,NA,43,Carry,771,France,1,Regular Play,771,France,NA,,3009,Kylian Mbappé Lottin,17,Right Wing,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,43,3,23,75
72fff535-735f-4643-b19b-45151a1444ad,505,1,00:14:45.360,14,45,22,1.76,,,NA,NA,30,Pass,771,France,1,Regular Play,771,France,NA,,3009,Kylian Mbappé Lottin,17,Right Wing,10.29563,-0.5070985,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5487,Antoine Griezmann,2,Low Pass,40,Right Foot,NA,NA,9,Incomplete,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,43,3,23,76
306c7c4f-a2e9-47ca-8c59-83153d9502ff,506,1,00:14:47.120,14,47,22,NA,,,NA,NA,42,Ball Receipt*,771,France,1,Regular Play,771,France,NA,,5487,Antoine Griezmann,7,Right Wing Back,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,9,Incomplete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,43,3,31,67
092e87e9-c696-4a30-98d9-1e79ab5b9e32,507,1,00:14:47.120,14,47,22,0,,,NA,TRUE,10,Interception,771,France,1,Regular Play,779,Argentina,NA,,3602,Faustino Marcos Alberto Rojo,5,Left Center Back,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,Success In Play,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,43,3,89,10
0e1befe8-b52b-4679-8c9b-93ef5751fa99,508,1,00:14:47.560,14,47,22,0.6,,,NA,NA,17,Pressure,771,France,1,Regular Play,771,France,NA,,3009,Kylian Mbappé Lottin,17,Right Wing,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,43,3,28,75
